http_id,host_id,url,scheme,host,port,status_code,title,server,content_type,content_length,response_time_ms,redirect_location,final_url,webserver,cdn,tls_version,tls_cipher,cert_cn,cert_san,ips,technologies,timestamp,run_id,powered_by,hsts,cache,region
http_001,host_001,https://www.zooplus.de,https,www.zooplus.de,443,200,"Tierbedarf, Tierfutter, Tiernahrung günstig bestellen | zooplus",istio-envoy,text/html; charset=utf-8,,,,https://www.zooplus.de,istio-envoy,CloudFront,,,,,"['3.160.196.62', '3.160.196.20', '3.160.196.113', '3.160.196.110']","['Next.js', 'React', 'Angular', 'Node.js', 'Java', 'Spring Boot', 'Docker', 'Nginx', 'Elastic Search', 'PostgreSQL', 'Apache Tomcat']",2026-09-05T07:11:44.733268+00:00,20260905-071144,Next.js,max-age=31536000; includeSubDomains; preload,Hit from cloudfront,eu-central-1
http_002,host_002,https://www.zooplus.com,https,www.zooplus.com,443,200,"Tierbedarf, Tierfutter, Tiernahrung günstig bestellen | zooplus",istio-envoy,text/html; charset=utf-8,,,,https://www.zooplus.com,istio-envoy,CloudFront,,,,,"['18.161.111.117', '18.161.111.88', '18.161.111.7', '18.161.111.66']","['Next.js', 'React', 'Angular', 'Node.js', 'Java', 'Spring Boot', 'Docker', 'Nginx', 'Elastic Search', 'PostgreSQL', 'Apache Tomcat']",2026-09-05T07:11:44.733282+00:00,20260905-071144,Next.js,max-age=31536000; includeSubDomains; preload,Hit from cloudfront,eu-central-1
